"epochs"	"rss"	"correctness"	"etl"	"etp"	"etc"
2000	3.149085	0.000000	374.252829	0.000027	374.329429
2000	3.068192	0.000000	375.454162	0.000025	375.530488
2000	3.210326	0.000000	374.753980	0.000026	374.829908
2000	3.166995	0.000000	374.616144	0.000026	374.692538
2000	3.318967	0.000000	377.330488	0.000025	377.406934
2000	3.150925	0.000000	375.136323	0.000026	375.212549
2000	3.262667	0.000000	374.732002	0.000026	374.811351
2000	3.202066	0.000000	375.965748	0.000025	376.043647
2000	3.115993	0.000000	377.488379	0.000026	377.564683
2000	3.352252	0.000000	374.373203	0.000026	374.449858
2000	3.196989	0.000000	375.878266	0.000025	375.956680
2000	3.359790	0.000000	373.390850	0.000025	373.467161
2000	3.269652	0.000000	375.362594	0.000025	375.439054
2000	3.252477	0.000000	375.107937	0.000026	375.184609
2000	3.180958	0.000000	377.084782	0.000026	377.161594
2000	3.377028	0.000000	377.315527	0.000025	377.396020
2000	3.161334	0.000000	374.447455	0.000026	374.523344
2000	3.178346	0.000000	374.240952	0.000025	374.316982
2000	3.391935	0.000000	375.125962	0.000026	375.205085
2000	3.229375	0.000000	397.907344	0.000025	397.993095
2000	3.339030	0.000000	416.821614	0.000025	416.908814
2000	3.345690	0.000000	386.767696	0.000026	386.846394
2000	3.218048	0.000000	375.291611	0.000026	375.372419
2000	3.324947	0.000000	376.837890	0.000026	376.914061
2000	3.317648	0.000000	373.002324	0.000026	373.079209
2000	3.286072	0.000000	374.716677	0.000025	374.792918
2000	3.212134	0.000000	375.870579	0.000026	375.946732
2000	3.374043	0.000000	375.469658	0.000026	375.546330
2000	3.200305	0.000000	375.438797	0.000026	375.517145
2000	3.160869	0.000000	377.335670	0.000026	377.415490
2000	3.258407	0.000000	373.627327	0.000026	373.705567
2000	3.347483	0.000000	373.295187	0.000025	373.372780
2000	3.186210	0.000000	375.879585	0.000025	375.955824
2000	3.209827	0.000000	374.658611	0.000026	374.735057
2000	3.096263	0.000000	375.569076	0.000026	375.645342
2000	3.261034	0.000000	377.862936	0.000027	377.939786
2000	3.323722	0.000000	375.745111	0.000026	375.825432
2000	3.276661	0.000000	376.548783	0.000025	376.628297
2000	3.181128	0.000000	374.414623	0.000026	374.490811
2000	3.293001	0.000000	376.995914	0.000025	377.071939
2000	3.340695	0.000000	373.707774	0.000026	373.784490
2000	3.128282	0.000000	374.925679	0.000026	375.004777
2000	3.386514	0.000000	373.214121	0.000026	373.293006
2000	3.302454	0.000000	374.382726	0.000026	374.459037
2000	3.277604	0.000000	376.671783	0.000026	376.748204
2000	3.225126	0.000000	374.423350	0.000025	374.502962
2000	3.286176	0.000000	375.005165	0.000026	375.082009
2000	3.424231	0.000000	377.027593	0.000026	377.104501
2000	3.319906	0.000000	376.856918	0.000025	376.933004
2000	3.205540	0.000000	373.995570	0.000027	374.071803
2000	3.221662	0.000000	375.224445	0.000026	375.300616
2000	3.229752	0.000000	373.989476	0.000026	374.070543
2000	3.158292	0.000000	374.740705	0.000026	374.817706
2000	3.251500	0.000000	373.993643	0.000026	374.069812
2000	3.262686	0.000000	374.589202	0.000027	374.665670
2000	3.095251	0.000000	376.358410	0.000026	376.434444
2000	3.311966	0.000000	375.048203	0.000026	375.124419
2000	3.218460	0.000000	376.122290	0.000026	376.198767
2000	3.164405	0.000000	376.606466	0.000025	376.682300
2000	3.201412	0.000000	375.229166	0.000025	375.308920
2000	3.265166	0.000000	376.303639	0.000038	376.380174
2000	3.259745	0.000000	374.071716	0.000026	374.147336
2000	3.158514	0.000000	374.508864	0.000025	374.585041
2000	3.215455	0.000000	374.666194	0.000026	374.747506
2000	3.289153	0.000000	373.194420	0.000025	373.270968
2000	3.348627	0.000000	375.592208	0.000043	375.668988
2000	3.197549	0.000000	374.423795	0.000025	374.500926
2000	3.233205	0.000000	373.414157	0.000026	373.493053
2000	3.208064	0.000000	374.151063	0.000026	374.240139
2000	3.206454	0.000000	376.563756	0.000027	376.639903
2000	3.094230	0.000000	377.290145	0.000026	377.366836
2000	3.241606	0.000000	375.445905	0.000026	375.522100
2000	3.129401	0.000000	374.497605	0.000026	374.576274
2000	3.263678	0.000000	376.542468	0.000026	376.620061
2000	3.329288	0.000000	375.921155	0.000026	375.997404
2000	3.240530	0.000000	376.167386	0.000026	376.243376
2000	3.219239	0.000000	377.853082	0.000026	377.929111
2000	3.267129	0.000000	377.694876	0.000026	377.770790
2000	3.308243	0.000000	375.933643	0.000026	376.009903
2000	3.297823	0.000000	373.496180	0.000026	373.572065
2000	3.342644	0.000000	374.144874	0.000026	374.228987
2000	3.239541	0.000000	375.391450	0.000025	375.467878
2000	3.237846	0.000000	375.586245	0.000025	375.662393
2000	3.364683	0.000000	377.790889	0.000026	377.867315
2000	3.270159	0.000000	374.363230	0.000048	374.444462
2000	3.115827	0.000000	374.379595	0.000026	374.456168
2000	3.331735	0.000000	375.339780	0.000026	375.417192
2000	3.344668	0.000000	376.128907	0.000026	376.205281
2000	3.120311	0.000000	376.148024	0.000026	376.223946
2000	3.286903	0.000000	376.486241	0.000026	376.563266
2000	3.170707	0.000000	375.729579	0.000026	375.805466
2000	3.063384	0.000000	373.900963	0.000026	373.979704
2000	3.312405	0.000000	373.939222	0.000026	374.015993
2000	3.216051	0.000000	376.935095	0.000026	377.011120
2000	3.255988	0.000000	376.216061	0.000025	376.292167
2000	3.416885	0.000000	374.918148	0.000025	374.994517
2000	3.232232	0.000000	374.925576	0.000026	375.002098
2000	3.202419	0.000000	376.922555	0.000026	376.998953
2000	3.270435	0.000000	377.916950	0.000051	377.998465
2000	3.356091	0.000000	375.481540	0.000025	375.557821
